,DATE_TIME,DAYS,TOTAL_TRAFFIC,STATION_LINE
40080,2017-03-25,Saturday,80.0,BROAD CHANNEL AS
40081,2017-03-26,Sunday,66.0,BROAD CHANNEL AS
40082,2017-03-27,Monday,151.0,BROAD CHANNEL AS
40083,2017-03-28,Tuesday,181.0,BROAD CHANNEL AS
40084,2017-03-29,Wednesday,186.0,BROAD CHANNEL AS
40085,2017-03-30,Thursday,158.0,BROAD CHANNEL AS
40086,2017-03-31,Friday,171.0,BROAD CHANNEL AS
40087,2017-04-01,Saturday,79.0,BROAD CHANNEL AS
40088,2017-04-02,Sunday,58.0,BROAD CHANNEL AS
40089,2017-04-03,Monday,181.0,BROAD CHANNEL AS
40090,2017-04-04,Tuesday,172.0,BROAD CHANNEL AS
40091,2017-04-05,Wednesday,170.0,BROAD CHANNEL AS
40092,2017-04-06,Thursday,162.0,BROAD CHANNEL AS
40093,2017-04-07,Friday,208.0,BROAD CHANNEL AS
40094,2017-04-08,Saturday,69.0,BROAD CHANNEL AS
40095,2017-04-09,Sunday,88.0,BROAD CHANNEL AS
40096,2017-04-10,Monday,160.0,BROAD CHANNEL AS
40097,2017-04-11,Tuesday,185.0,BROAD CHANNEL AS
40098,2017-04-12,Wednesday,150.0,BROAD CHANNEL AS
40099,2017-04-13,Thursday,194.0,BROAD CHANNEL AS
40100,2017-04-14,Friday,114.0,BROAD CHANNEL AS
40101,2017-04-15,Saturday,94.0,BROAD CHANNEL AS
40102,2017-04-16,Sunday,77.0,BROAD CHANNEL AS
40103,2017-04-17,Monday,126.0,BROAD CHANNEL AS
40104,2017-04-18,Tuesday,138.0,BROAD CHANNEL AS
40105,2017-04-19,Wednesday,154.0,BROAD CHANNEL AS
40106,2017-04-20,Thursday,170.0,BROAD CHANNEL AS
40107,2017-04-21,Friday,176.0,BROAD CHANNEL AS
40108,2017-04-22,Saturday,79.0,BROAD CHANNEL AS
40109,2017-04-23,Sunday,55.0,BROAD CHANNEL AS
40110,2017-04-24,Monday,153.0,BROAD CHANNEL AS
40111,2017-04-25,Tuesday,153.0,BROAD CHANNEL AS
40112,2017-04-26,Wednesday,151.0,BROAD CHANNEL AS
40113,2017-04-27,Thursday,159.0,BROAD CHANNEL AS
40114,2017-04-28,Friday,160.0,BROAD CHANNEL AS
40115,2017-04-29,Saturday,83.0,BROAD CHANNEL AS
40116,2017-04-30,Sunday,61.0,BROAD CHANNEL AS
40117,2017-05-01,Monday,156.0,BROAD CHANNEL AS
40118,2017-05-02,Tuesday,182.0,BROAD CHANNEL AS
40119,2017-05-03,Wednesday,189.0,BROAD CHANNEL AS
40120,2017-05-04,Thursday,143.0,BROAD CHANNEL AS
40121,2017-05-05,Friday,131.0,BROAD CHANNEL AS
40122,2017-05-06,Saturday,73.0,BROAD CHANNEL AS
40123,2017-05-07,Sunday,67.0,BROAD CHANNEL AS
40124,2017-05-08,Monday,170.0,BROAD CHANNEL AS
40125,2017-05-09,Tuesday,162.0,BROAD CHANNEL AS
40126,2017-05-10,Wednesday,184.0,BROAD CHANNEL AS
40127,2017-05-11,Thursday,152.0,BROAD CHANNEL AS
40128,2017-05-12,Friday,156.0,BROAD CHANNEL AS
40129,2017-05-13,Saturday,58.0,BROAD CHANNEL AS
40130,2017-05-14,Sunday,75.0,BROAD CHANNEL AS
40131,2017-05-15,Monday,177.0,BROAD CHANNEL AS
40132,2017-05-16,Tuesday,176.0,BROAD CHANNEL AS
40133,2017-05-17,Wednesday,178.0,BROAD CHANNEL AS
40134,2017-05-18,Thursday,170.0,BROAD CHANNEL AS
40135,2017-05-19,Friday,154.0,BROAD CHANNEL AS
40136,2017-05-20,Saturday,98.0,BROAD CHANNEL AS
40137,2017-05-21,Sunday,100.0,BROAD CHANNEL AS
40138,2017-05-22,Monday,175.0,BROAD CHANNEL AS
40139,2017-05-23,Tuesday,179.0,BROAD CHANNEL AS
40140,2017-05-24,Wednesday,166.0,BROAD CHANNEL AS
40141,2017-05-25,Thursday,161.0,BROAD CHANNEL AS
40142,2017-05-26,Friday,167.0,BROAD CHANNEL AS
40143,2017-05-27,Saturday,114.0,BROAD CHANNEL AS
40144,2017-05-28,Sunday,111.0,BROAD CHANNEL AS
40145,2017-05-29,Monday,75.0,BROAD CHANNEL AS
40146,2017-05-30,Tuesday,163.0,BROAD CHANNEL AS
40147,2017-05-31,Wednesday,158.0,BROAD CHANNEL AS
40148,2017-06-01,Thursday,191.0,BROAD CHANNEL AS
40149,2017-06-02,Friday,143.0,BROAD CHANNEL AS
40150,2017-06-03,Saturday,92.0,BROAD CHANNEL AS
40151,2017-06-04,Sunday,55.0,BROAD CHANNEL AS
40152,2017-06-05,Monday,165.0,BROAD CHANNEL AS
40153,2017-06-06,Tuesday,185.0,BROAD CHANNEL AS
40154,2017-06-07,Wednesday,192.0,BROAD CHANNEL AS
40155,2017-06-08,Thursday,168.0,BROAD CHANNEL AS
40156,2017-06-09,Friday,182.0,BROAD CHANNEL AS
40157,2017-06-10,Saturday,144.0,BROAD CHANNEL AS
40158,2017-06-11,Sunday,185.0,BROAD CHANNEL AS
40159,2017-06-12,Monday,213.0,BROAD CHANNEL AS
40160,2017-06-13,Tuesday,212.0,BROAD CHANNEL AS
40161,2017-06-14,Wednesday,171.0,BROAD CHANNEL AS
40162,2017-06-15,Thursday,173.0,BROAD CHANNEL AS
40163,2017-06-16,Friday,158.0,BROAD CHANNEL AS
40164,2017-06-17,Saturday,84.0,BROAD CHANNEL AS
40165,2017-06-18,Sunday,86.0,BROAD CHANNEL AS
40166,2017-06-19,Monday,155.0,BROAD CHANNEL AS
40167,2017-06-20,Tuesday,178.0,BROAD CHANNEL AS
40168,2017-06-21,Wednesday,171.0,BROAD CHANNEL AS
40169,2017-06-22,Thursday,166.0,BROAD CHANNEL AS
40170,2017-06-23,Friday,169.0,BROAD CHANNEL AS
40171,2017-06-24,Saturday,112.0,BROAD CHANNEL AS
40172,2017-06-25,Sunday,152.0,BROAD CHANNEL AS
40173,2017-06-26,Monday,152.0,BROAD CHANNEL AS
40174,2017-06-27,Tuesday,157.0,BROAD CHANNEL AS
40175,2017-06-28,Wednesday,149.0,BROAD CHANNEL AS
40176,2017-06-29,Thursday,144.0,BROAD CHANNEL AS
40177,2016-12-30,Friday,1125281.0,BROAD CHANNEL AS
40178,2016-12-31,Saturday,54.0,BROAD CHANNEL AS
40179,2017-01-01,Sunday,48.0,BROAD CHANNEL AS
40180,2017-01-02,Monday,83.0,BROAD CHANNEL AS
40181,2017-01-03,Tuesday,175.0,BROAD CHANNEL AS
40182,2017-01-04,Wednesday,155.0,BROAD CHANNEL AS
40183,2017-01-05,Thursday,170.0,BROAD CHANNEL AS
40184,2017-01-06,Friday,151.0,BROAD CHANNEL AS
40185,2017-01-07,Saturday,90.0,BROAD CHANNEL AS
40186,2017-01-08,Sunday,71.0,BROAD CHANNEL AS
40187,2017-01-09,Monday,159.0,BROAD CHANNEL AS
40188,2017-01-10,Tuesday,156.0,BROAD CHANNEL AS
40189,2017-01-11,Wednesday,167.0,BROAD CHANNEL AS
40190,2016-12-31,Saturday,484.0,BROAD ST JZ
40191,2017-01-01,Sunday,366.0,BROAD ST JZ
40192,2017-01-02,Monday,455.0,BROAD ST JZ
40193,2017-01-03,Tuesday,1621.0,BROAD ST JZ
40194,2017-01-04,Wednesday,1412.0,BROAD ST JZ
40195,2017-01-05,Thursday,1639.0,BROAD ST JZ
40196,2017-01-06,Friday,1578.0,BROAD ST JZ
40197,2017-01-07,Saturday,523.0,BROAD ST JZ
40198,2017-01-08,Sunday,454.0,BROAD ST JZ
40199,2017-01-09,Monday,1601.0,BROAD ST JZ
40200,2017-01-10,Tuesday,1722.0,BROAD ST JZ
40201,2017-01-11,Wednesday,1817.0,BROAD ST JZ
40202,2017-01-12,Thursday,1806.0,BROAD ST JZ
40203,2017-01-13,Friday,1747.0,BROAD ST JZ
40204,2017-01-14,Saturday,644.0,BROAD ST JZ
40205,2017-01-15,Sunday,577.0,BROAD ST JZ
40206,2017-01-16,Monday,761.0,BROAD ST JZ
40207,2017-01-17,Tuesday,1677.0,BROAD ST JZ
40208,2017-01-18,Wednesday,1784.0,BROAD ST JZ
40209,2017-01-19,Thursday,1851.0,BROAD ST JZ
40210,2017-01-20,Friday,1805.0,BROAD ST JZ
40211,2017-01-21,Saturday,581.0,BROAD ST JZ
40212,2017-01-22,Sunday,435.0,BROAD ST JZ
40213,2017-01-23,Monday,1633.0,BROAD ST JZ
40214,2017-01-24,Tuesday,1704.0,BROAD ST JZ
40215,2017-01-25,Wednesday,1800.0,BROAD ST JZ
40216,2017-01-26,Thursday,1780.0,BROAD ST JZ
40217,2017-01-27,Friday,1702.0,BROAD ST JZ
40218,2017-01-28,Saturday,661.0,BROAD ST JZ
40219,2017-01-29,Sunday,557.0,BROAD ST JZ
40220,2017-01-30,Monday,1748.0,BROAD ST JZ
40221,2017-01-31,Tuesday,1817.0,BROAD ST JZ
40222,2017-02-01,Wednesday,1766.0,BROAD ST JZ
40223,2017-02-02,Thursday,1814.0,BROAD ST JZ
40224,2017-02-03,Friday,1729.0,BROAD ST JZ
40225,2017-02-04,Saturday,710.0,BROAD ST JZ
40226,2017-02-05,Sunday,527.0,BROAD ST JZ
40227,2017-02-06,Monday,1795.0,BROAD ST JZ
40228,2017-02-07,Tuesday,1817.0,BROAD ST JZ
40229,2017-02-08,Wednesday,1871.0,BROAD ST JZ
40230,2017-02-09,Thursday,965.0,BROAD ST JZ
40231,2017-02-10,Friday,1689.0,BROAD ST JZ
40232,2017-02-11,Saturday,689.0,BROAD ST JZ
40233,2017-02-12,Sunday,446.0,BROAD ST JZ
40234,2017-02-13,Monday,1795.0,BROAD ST JZ
40235,2017-02-14,Tuesday,1800.0,BROAD ST JZ
40236,2017-02-15,Wednesday,1775.0,BROAD ST JZ
40237,2017-02-16,Thursday,1724.0,BROAD ST JZ
40238,2017-02-17,Friday,1671.0,BROAD ST JZ
40239,2017-02-18,Saturday,580.0,BROAD ST JZ
40240,2017-02-19,Sunday,458.0,BROAD ST JZ
40241,2017-02-20,Monday,809.0,BROAD ST JZ
40242,2017-02-21,Tuesday,1690.0,BROAD ST JZ
40243,2017-02-22,Wednesday,1731.0,BROAD ST JZ
40244,2017-02-23,Thursday,1677.0,BROAD ST JZ
40245,2017-02-24,Friday,1598.0,BROAD ST JZ
40246,2017-02-25,Saturday,674.0,BROAD ST JZ
40247,2017-02-26,Sunday,494.0,BROAD ST JZ
40248,2017-02-27,Monday,1705.0,BROAD ST JZ
40249,2017-02-28,Tuesday,1851.0,BROAD ST JZ
40250,2017-03-01,Wednesday,1760.0,BROAD ST JZ
40251,2017-03-02,Thursday,1793.0,BROAD ST JZ
40252,2017-03-03,Friday,1663.0,BROAD ST JZ
40253,2017-03-04,Saturday,590.0,BROAD ST JZ
40254,2017-03-05,Sunday,421.0,BROAD ST JZ
40255,2017-03-06,Monday,1796.0,BROAD ST JZ
40256,2017-03-07,Tuesday,1845.0,BROAD ST JZ
40257,2017-03-08,Wednesday,1894.0,BROAD ST JZ
40258,2017-03-09,Thursday,1864.0,BROAD ST JZ
40259,2017-03-10,Friday,1516.0,BROAD ST JZ
40260,2017-03-11,Saturday,707.0,BROAD ST JZ
40261,2017-03-12,Sunday,501.0,BROAD ST JZ
40262,2017-03-13,Monday,1804.0,BROAD ST JZ
40263,2017-03-14,Tuesday,237.0,BROAD ST JZ
40264,2017-03-15,Wednesday,1613.0,BROAD ST JZ
40265,2017-03-16,Thursday,1841.0,BROAD ST JZ
40266,2017-03-17,Friday,1878.0,BROAD ST JZ
40267,2017-03-18,Saturday,615.0,BROAD ST JZ
40268,2017-03-19,Sunday,519.0,BROAD ST JZ
40269,2017-03-20,Monday,1793.0,BROAD ST JZ
40270,2017-03-21,Tuesday,1908.0,BROAD ST JZ
40271,2017-03-22,Wednesday,1830.0,BROAD ST JZ
40272,2017-03-23,Thursday,1831.0,BROAD ST JZ
40273,2017-03-24,Friday,1775.0,BROAD ST JZ
40274,2017-03-25,Saturday,577.0,BROAD ST JZ
40275,2017-03-26,Sunday,435.0,BROAD ST JZ
40276,2017-03-27,Monday,1808.0,BROAD ST JZ
40277,2017-03-28,Tuesday,1848.0,BROAD ST JZ
40278,2017-03-29,Wednesday,1846.0,BROAD ST JZ
40279,2017-03-30,Thursday,1883.0,BROAD ST JZ
40280,2017-03-31,Friday,1647.0,BROAD ST JZ
40281,2017-04-01,Saturday,689.0,BROAD ST JZ
40282,2017-04-02,Sunday,559.0,BROAD ST JZ
40283,2017-04-03,Monday,1849.0,BROAD ST JZ
40284,2017-04-04,Tuesday,1848.0,BROAD ST JZ
40285,2017-04-05,Wednesday,1885.0,BROAD ST JZ
40286,2017-04-06,Thursday,1687.0,BROAD ST JZ
40287,2017-04-07,Friday,1733.0,BROAD ST JZ
40288,2017-04-08,Saturday,694.0,BROAD ST JZ
40289,2017-04-09,Sunday,469.0,BROAD ST JZ
40290,2017-04-10,Monday,1773.0,BROAD ST JZ
40291,2017-04-11,Tuesday,1726.0,BROAD ST JZ
40292,2017-04-12,Wednesday,1717.0,BROAD ST JZ
40293,2017-04-13,Thursday,1803.0,BROAD ST JZ
40294,2017-04-14,Friday,1389.0,BROAD ST JZ
40295,2017-04-15,Saturday,786.0,BROAD ST JZ
40296,2017-04-16,Sunday,579.0,BROAD ST JZ
40297,2017-04-17,Monday,1661.0,BROAD ST JZ
40298,2017-04-18,Tuesday,1752.0,BROAD ST JZ
40299,2017-04-19,Wednesday,1803.0,BROAD ST JZ
40300,2017-04-20,Thursday,1909.0,BROAD ST JZ
40301,2017-04-21,Friday,1722.0,BROAD ST JZ
40302,2017-04-22,Saturday,726.0,BROAD ST JZ
40303,2017-04-23,Sunday,611.0,BROAD ST JZ
40304,2017-04-24,Monday,1813.0,BROAD ST JZ
40305,2017-04-25,Tuesday,1672.0,BROAD ST JZ
40306,2017-04-26,Wednesday,1780.0,BROAD ST JZ
40307,2017-04-27,Thursday,1836.0,BROAD ST JZ
40308,2017-04-28,Friday,1786.0,BROAD ST JZ
40309,2017-04-29,Saturday,746.0,BROAD ST JZ
40310,2017-04-30,Sunday,616.0,BROAD ST JZ
40311,2017-05-01,Monday,1718.0,BROAD ST JZ
40312,2017-05-02,Tuesday,1749.0,BROAD ST JZ
40313,2017-05-03,Wednesday,1694.0,BROAD ST JZ
40314,2017-05-04,Thursday,1749.0,BROAD ST JZ
40315,2017-05-05,Friday,1640.0,BROAD ST JZ
40316,2017-05-06,Saturday,875.0,BROAD ST JZ
40317,2017-05-07,Sunday,631.0,BROAD ST JZ
40318,2017-05-08,Monday,1716.0,BROAD ST JZ
40319,2017-05-09,Tuesday,1744.0,BROAD ST JZ
40320,2017-05-10,Wednesday,1823.0,BROAD ST JZ
40321,2017-05-11,Thursday,1740.0,BROAD ST JZ
40322,2017-05-12,Friday,1779.0,BROAD ST JZ
40323,2017-05-13,Saturday,683.0,BROAD ST JZ
40324,2017-05-14,Sunday,526.0,BROAD ST JZ
40325,2017-05-15,Monday,1876.0,BROAD ST JZ
40326,2017-05-16,Tuesday,1904.0,BROAD ST JZ
40327,2017-05-17,Wednesday,1954.0,BROAD ST JZ
40328,2017-05-18,Thursday,1939.0,BROAD ST JZ
40329,2017-05-19,Friday,1808.0,BROAD ST JZ
40330,2017-05-20,Saturday,795.0,BROAD ST JZ
40331,2017-05-21,Sunday,587.0,BROAD ST JZ
40332,2017-05-22,Monday,1722.0,BROAD ST JZ
40333,2017-05-23,Tuesday,1863.0,BROAD ST JZ
40334,2017-05-24,Wednesday,1871.0,BROAD ST JZ
40335,2017-05-25,Thursday,1849.0,BROAD ST JZ
40336,2017-05-26,Friday,1557.0,BROAD ST JZ
40337,2017-05-27,Saturday,729.0,BROAD ST JZ
40338,2017-05-28,Sunday,690.0,BROAD ST JZ
40339,2017-05-29,Monday,647.0,BROAD ST JZ
40340,2017-05-30,Tuesday,1767.0,BROAD ST JZ
40341,2017-05-31,Wednesday,1835.0,BROAD ST JZ
40342,2017-06-01,Thursday,1911.0,BROAD ST JZ
40343,2017-06-02,Friday,1894.0,BROAD ST JZ
40344,2017-06-03,Saturday,753.0,BROAD ST JZ
40345,2017-06-04,Sunday,568.0,BROAD ST JZ
40346,2017-06-05,Monday,1870.0,BROAD ST JZ
40347,2017-06-06,Tuesday,1867.0,BROAD ST JZ
40348,2017-06-07,Wednesday,2006.0,BROAD ST JZ
40349,2017-06-08,Thursday,1874.0,BROAD ST JZ
40350,2017-06-09,Friday,1856.0,BROAD ST JZ
40351,2017-06-10,Saturday,850.0,BROAD ST JZ
40352,2017-06-11,Sunday,639.0,BROAD ST JZ
40353,2017-06-12,Monday,1863.0,BROAD ST JZ
40354,2017-06-13,Tuesday,1899.0,BROAD ST JZ
40355,2017-06-14,Wednesday,1963.0,BROAD ST JZ
40356,2017-06-15,Thursday,1888.0,BROAD ST JZ
40357,2017-06-16,Friday,1840.0,BROAD ST JZ
40358,2017-06-17,Saturday,744.0,BROAD ST JZ
40359,2017-06-18,Sunday,535.0,BROAD ST JZ
40360,2017-06-19,Monday,1805.0,BROAD ST JZ
40361,2017-06-20,Tuesday,1874.0,BROAD ST JZ
40362,2017-06-21,Wednesday,1967.0,BROAD ST JZ
40363,2017-06-22,Thursday,2074.0,BROAD ST JZ
40364,2017-06-23,Friday,1965.0,BROAD ST JZ
40365,2017-06-24,Saturday,832.0,BROAD ST JZ
40366,2017-06-25,Sunday,612.0,BROAD ST JZ
40367,2017-06-26,Monday,1927.0,BROAD ST JZ
40368,2017-06-27,Tuesday,2018.0,BROAD ST JZ
40369,2017-06-28,Wednesday,2187.0,BROAD ST JZ
40370,2017-06-29,Thursday,4038.0,BROAD ST JZ
40371,2016-12-31,Saturday,1847.0,BROADWAY G
40372,2017-01-01,Sunday,1519.0,BROADWAY G
40373,2017-01-02,Monday,1770.0,BROADWAY G
40374,2017-01-03,Tuesday,2597.0,BROADWAY G
40375,2017-01-04,Wednesday,2824.0,BROADWAY G
40376,2017-01-05,Thursday,2895.0,BROADWAY G
40377,2017-01-06,Friday,2932.0,BROADWAY G
40378,2017-01-07,Saturday,2056.0,BROADWAY G
40379,2017-01-08,Sunday,1824.0,BROADWAY G
40380,2017-01-09,Monday,2732.0,BROADWAY G
40381,2017-01-10,Tuesday,2828.0,BROADWAY G
40382,2017-01-11,Wednesday,2866.0,BROADWAY G
40383,2017-01-12,Thursday,2943.0,BROADWAY G
40384,2017-01-13,Friday,2849.0,BROADWAY G
40385,2017-01-14,Saturday,2065.0,BROADWAY G
40386,2017-01-15,Sunday,1997.0,BROADWAY G
40387,2017-01-16,Monday,2166.0,BROADWAY G
40388,2017-01-17,Tuesday,2835.0,BROADWAY G
40389,2017-01-18,Wednesday,2838.0,BROADWAY G
40390,2017-01-19,Thursday,2945.0,BROADWAY G
40391,2017-01-20,Friday,2871.0,BROADWAY G
40392,2017-01-21,Saturday,1993.0,BROADWAY G
40393,2017-01-22,Sunday,1910.0,BROADWAY G
40394,2017-01-23,Monday,2741.0,BROADWAY G
40395,2017-01-24,Tuesday,2739.0,BROADWAY G
40396,2017-01-25,Wednesday,2892.0,BROADWAY G
40397,2017-01-26,Thursday,2855.0,BROADWAY G
40398,2017-01-27,Friday,2827.0,BROADWAY G
40399,2017-01-28,Saturday,2228.0,BROADWAY G
40400,2017-01-29,Sunday,2051.0,BROADWAY G
40401,2017-01-30,Monday,2696.0,BROADWAY G
40402,2017-01-31,Tuesday,2851.0,BROADWAY G
40403,2017-02-01,Wednesday,3029.0,BROADWAY G
40404,2017-02-02,Thursday,2955.0,BROADWAY G
40405,2017-02-03,Friday,3050.0,BROADWAY G
40406,2017-02-04,Saturday,1995.0,BROADWAY G
40407,2017-02-05,Sunday,1911.0,BROADWAY G
40408,2017-02-06,Monday,2876.0,BROADWAY G
40409,2017-02-07,Tuesday,2747.0,BROADWAY G
40410,2017-02-08,Wednesday,2891.0,BROADWAY G
40411,2017-02-09,Thursday,1837.0,BROADWAY G
40412,2017-02-10,Friday,3078.0,BROADWAY G
40413,2017-02-11,Saturday,2506.0,BROADWAY G
40414,2017-02-12,Sunday,1833.0,BROADWAY G
40415,2017-02-13,Monday,2788.0,BROADWAY G
40416,2017-02-14,Tuesday,2893.0,BROADWAY G
40417,2017-02-15,Wednesday,2955.0,BROADWAY G
40418,2017-02-16,Thursday,2864.0,BROADWAY G
40419,2017-02-17,Friday,2898.0,BROADWAY G
40420,2017-02-18,Saturday,2257.0,BROADWAY G
40421,2017-02-19,Sunday,2081.0,BROADWAY G
40422,2017-02-20,Monday,2479.0,BROADWAY G
40423,2017-02-21,Tuesday,2644.0,BROADWAY G
40424,2017-02-22,Wednesday,2620.0,BROADWAY G
40425,2017-02-23,Thursday,2740.0,BROADWAY G
40426,2017-02-24,Friday,2752.0,BROADWAY G
40427,2017-02-25,Saturday,2253.0,BROADWAY G
40428,2017-02-26,Sunday,2165.0,BROADWAY G
40429,2017-02-27,Monday,2907.0,BROADWAY G
40430,2017-02-28,Tuesday,2740.0,BROADWAY G
40431,2017-03-01,Wednesday,2743.0,BROADWAY G
40432,2017-03-02,Thursday,2871.0,BROADWAY G
40433,2017-03-03,Friday,2953.0,BROADWAY G
40434,2017-03-04,Saturday,1918.0,BROADWAY G
40435,2017-03-05,Sunday,1780.0,BROADWAY G
40436,2017-03-06,Monday,2898.0,BROADWAY G
40437,2017-03-07,Tuesday,2651.0,BROADWAY G
40438,2017-03-08,Wednesday,2851.0,BROADWAY G
40439,2017-03-09,Thursday,2920.0,BROADWAY G
40440,2017-03-10,Friday,2820.0,BROADWAY G
40441,2017-03-11,Saturday,2030.0,BROADWAY G
40442,2017-03-12,Sunday,1749.0,BROADWAY G
40443,2017-03-13,Monday,2862.0,BROADWAY G
40444,2017-03-14,Tuesday,1096.0,BROADWAY G
40445,2017-03-15,Wednesday,3215.0,BROADWAY G
40446,2017-03-16,Thursday,3429.0,BROADWAY G
40447,2017-03-17,Friday,3262.0,BROADWAY G
40448,2017-03-18,Saturday,2047.0,BROADWAY G
40449,2017-03-19,Sunday,1958.0,BROADWAY G
40450,2017-03-20,Monday,3033.0,BROADWAY G
40451,2017-03-21,Tuesday,2969.0,BROADWAY G
40452,2017-03-22,Wednesday,3050.0,BROADWAY G
40453,2017-03-23,Thursday,3150.0,BROADWAY G
40454,2017-03-24,Friday,3175.0,BROADWAY G
40455,2017-03-25,Saturday,2054.0,BROADWAY G
40456,2017-03-26,Sunday,1920.0,BROADWAY G
40457,2017-03-27,Monday,2777.0,BROADWAY G
40458,2017-03-28,Tuesday,2823.0,BROADWAY G
40459,2017-03-29,Wednesday,3038.0,BROADWAY G
40460,2017-03-30,Thursday,2924.0,BROADWAY G
40461,2017-03-31,Friday,3041.0,BROADWAY G
40462,2017-04-01,Saturday,1992.0,BROADWAY G
40463,2017-04-02,Sunday,2076.0,BROADWAY G
40464,2017-04-03,Monday,2933.0,BROADWAY G
40465,2017-04-04,Tuesday,3115.0,BROADWAY G
40466,2017-04-05,Wednesday,3134.0,BROADWAY G
40467,2017-04-06,Thursday,2999.0,BROADWAY G
40468,2017-04-07,Friday,2963.0,BROADWAY G
40469,2017-04-08,Saturday,5.0,BROADWAY G
40470,2017-04-09,Sunday,0.0,BROADWAY G
40471,2017-04-10,Monday,2392.0,BROADWAY G
40472,2017-04-11,Tuesday,2287.0,BROADWAY G
40473,2017-04-12,Wednesday,2340.0,BROADWAY G
40474,2017-04-13,Thursday,2598.0,BROADWAY G
40475,2017-04-14,Friday,2394.0,BROADWAY G
40476,2017-04-15,Saturday,2215.0,BROADWAY G
40477,2017-04-16,Sunday,2235.0,BROADWAY G
40478,2017-04-17,Monday,2219.0,BROADWAY G
40479,2017-04-18,Tuesday,2238.0,BROADWAY G
40480,2017-04-19,Wednesday,2793.0,BROADWAY G
40481,2017-04-20,Thursday,2990.0,BROADWAY G
40482,2017-04-21,Friday,3133.0,BROADWAY G
40483,2017-04-22,Saturday,2026.0,BROADWAY G
40484,2017-04-23,Sunday,1809.0,BROADWAY G
40485,2017-04-24,Monday,2867.0,BROADWAY G
40486,2017-04-25,Tuesday,2747.0,BROADWAY G
40487,2017-04-26,Wednesday,2973.0,BROADWAY G
40488,2017-04-27,Thursday,3002.0,BROADWAY G
40489,2017-04-28,Friday,3015.0,BROADWAY G
40490,2017-04-29,Saturday,2175.0,BROADWAY G
40491,2017-04-30,Sunday,1777.0,BROADWAY G
40492,2017-05-01,Monday,2925.0,BROADWAY G
40493,2017-05-02,Tuesday,2903.0,BROADWAY G
40494,2017-05-03,Wednesday,2977.0,BROADWAY G
40495,2017-05-04,Thursday,2968.0,BROADWAY G
40496,2017-05-05,Friday,2972.0,BROADWAY G
40497,2017-05-06,Saturday,3081.0,BROADWAY G
40498,2017-05-07,Sunday,2685.0,BROADWAY G
40499,2017-05-08,Monday,2893.0,BROADWAY G
40500,2017-05-09,Tuesday,2798.0,BROADWAY G
40501,2017-05-10,Wednesday,2862.0,BROADWAY G
40502,2017-05-11,Thursday,2903.0,BROADWAY G
40503,2017-05-12,Friday,2883.0,BROADWAY G
40504,2017-05-13,Saturday,13.0,BROADWAY G
40505,2017-05-14,Sunday,1.0,BROADWAY G
40506,2017-05-15,Monday,2799.0,BROADWAY G
40507,2017-05-16,Tuesday,2671.0,BROADWAY G
40508,2017-05-17,Wednesday,2804.0,BROADWAY G
40509,2017-05-18,Thursday,2923.0,BROADWAY G
40510,2017-05-19,Friday,2994.0,BROADWAY G
40511,2017-05-20,Saturday,14.0,BROADWAY G
40512,2017-05-21,Sunday,0.0,BROADWAY G
40513,2017-05-22,Monday,2695.0,BROADWAY G
40514,2017-05-23,Tuesday,2887.0,BROADWAY G
40515,2017-05-24,Wednesday,2970.0,BROADWAY G
40516,2017-05-25,Thursday,3024.0,BROADWAY G
40517,2017-05-26,Friday,3102.0,BROADWAY G
40518,2017-05-27,Saturday,2483.0,BROADWAY G
40519,2017-05-28,Sunday,2343.0,BROADWAY G
40520,2017-05-29,Monday,2233.0,BROADWAY G
40521,2017-05-30,Tuesday,2997.0,BROADWAY G
40522,2017-05-31,Wednesday,2630.0,BROADWAY G
40523,2017-06-01,Thursday,2668.0,BROADWAY G
40524,2017-06-02,Friday,2946.0,BROADWAY G
40525,2017-06-03,Saturday,2042.0,BROADWAY G
40526,2017-06-04,Sunday,1875.0,BROADWAY G
40527,2017-06-05,Monday,2883.0,BROADWAY G
40528,2017-06-06,Tuesday,2765.0,BROADWAY G
40529,2017-06-07,Wednesday,2783.0,BROADWAY G
40530,2017-06-08,Thursday,2715.0,BROADWAY G
40531,2017-06-09,Friday,3034.0,BROADWAY G
40532,2017-06-10,Saturday,5.0,BROADWAY G
40533,2017-06-11,Sunday,2.0,BROADWAY G
40534,2017-06-12,Monday,2665.0,BROADWAY G
40535,2017-06-13,Tuesday,2467.0,BROADWAY G
40536,2017-06-14,Wednesday,2664.0,BROADWAY G
40537,2017-06-15,Thursday,2679.0,BROADWAY G
40538,2017-06-16,Friday,2737.0,BROADWAY G
40539,2017-06-17,Saturday,2.0,BROADWAY G
40540,2017-06-18,Sunday,1.0,BROADWAY G
40541,2017-06-19,Monday,2432.0,BROADWAY G
40542,2017-06-20,Tuesday,2730.0,BROADWAY G
40543,2017-06-21,Wednesday,2603.0,BROADWAY G
40544,2017-06-22,Thursday,2773.0,BROADWAY G
40545,2017-06-23,Friday,2700.0,BROADWAY G
40546,2017-06-24,Saturday,1952.0,BROADWAY G
40547,2017-06-25,Sunday,1651.0,BROADWAY G
40548,2017-06-26,Monday,2610.0,BROADWAY G
40549,2017-06-27,Tuesday,2780.0,BROADWAY G
40550,2017-06-28,Wednesday,2962.0,BROADWAY G
40551,2017-06-29,Thursday,2612.0,BROADWAY G
